location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Rajasthan,97,Medium,2020-09-24,Cheese,Dynamix Dairies,705,57.27,40379.9316,71,470,60.2,28294.0,Chandigarh,Online,235,3503
Uttar Pradesh,91,Small,2020-08-23,Yogurt,Amul,198,58.35,11567.304,29,181,56.23,10177.63,Maharashtra,Retail,17,3504
West Bengal,56,Medium,2021-08-24,Paneer,Raj,236,61.07,14440.001499999998,8,4,64.24,256.96,Chandigarh,Wholesale,232,3505
Chandigarh,50,Small,2019-01-15,Butter,Warana,929,52.15,48454.1295,40,600,52.33,31398.0,Karnataka,Online,329,3506
Maharashtra,17,Small,2020-03-15,Lassi,Raj,815,26.27,21418.456400000003,16,653,29.49,19256.97,Rajasthan,Wholesale,162,3507
Jharkhand,98,Large,2019-02-10,Curd,Sudha,132,13.36,1766.0584,5,18,14.3,257.4,Delhi,Online,114,3508
Chandigarh,51,Medium,2020-02-07,Paneer,Raj,225,34.93,7879.8587,12,201,39.01,7841.01,Jharkhand,Online,24,3509
West Bengal,36,Large,2019-02-26,Buttermilk,Sudha,243,75.22,18347.6624,9,229,79.76,18265.04,Telangana,Retail,14,3510
Chandigarh,50,Small,2021-07-20,Cheese,Britannia Industries,576,18.32,10556.167200000002,77,451,19.84,8947.84,Haryana,Retail,125,3511
Karnataka,71,Medium,2019-08-11,Milk,Amul,852,89.01,75890.81610000001,1,449,93.48,41972.52,Kerala,Wholesale,403,3512
Maharashtra,30,Small,2022-12-20,Curd,Sudha,958,54.83,52568.8108,7,676,56.49,38187.24,Telangana,Wholesale,282,3513
Bihar,65,Large,2020-02-05,Yogurt,Mother Dairy,755,65.2,49286.636,23,507,63.75,32321.25,Madhya Pradesh,Online,248,3514
Haryana,34,Medium,2020-11-09,Curd,Raj,790,88.32,69816.95999999999,5,211,92.0,19412.0,Haryana,Retail,579,3515
Delhi,100,Large,2022-11-07,Buttermilk,Mother Dairy,964,19.37,18676.9414,8,605,15.01,9081.05,Karnataka,Online,359,3516
West Bengal,46,Medium,2019-06-17,Paneer,Amul,49,37.66,1875.8446,14,20,42.02,840.4,Rajasthan,Retail,29,3517
West Bengal,14,Medium,2021-11-09,Cheese,Dynamix Dairies,604,83.22,50299.0002,37,43,78.26,3365.18,Uttar Pradesh,Online,561,3518
Chandigarh,65,Large,2019-07-01,Paneer,Mother Dairy,109,51.01,5605.999,14,43,46.53,2000.79,Haryana,Online,66,3519
Jharkhand,82,Medium,2019-06-05,Lassi,Sudha,55,77.43,4278.007500000001,16,31,73.7,2284.7,Rajasthan,Online,24,3520
Delhi,95,Small,2022-11-05,Ghee,Mother Dairy,264,83.61,22116.5172,70,225,87.93,19784.25,Maharashtra,Online,39,3521
Kerala,75,Large,2019-06-21,Ghee,Mother Dairy,486,33.02,16061.258200000002,88,306,36.06,11034.36,Karnataka,Online,180,3522
Karnataka,92,Medium,2022-04-19,Lassi,Sudha,787,53.68,42291.2512,15,312,56.98,17777.76,West Bengal,Online,475,3523
Telangana,69,Small,2019-02-01,Milk,Mother Dairy,791,95.89,75882.5515,27,419,99.87,41845.53,West Bengal,Retail,372,3524
Chandigarh,48,Medium,2020-12-27,Buttermilk,Sudha,437,33.97,14860.8559,13,29,33.3,965.7,Tamil Nadu,Retail,408,3525
Chandigarh,99,Large,2022-01-07,Buttermilk,Mother Dairy,734,82.54,60631.40780000001,9,133,85.15,11324.95,Telangana,Wholesale,601,3526
Jharkhand,38,Medium,2022-01-16,Ice Cream,Dodla Dairy,112,44.36,4980.7408,26,5,39.54,197.7,Delhi,Wholesale,107,3527
Jharkhand,28,Large,2022-04-21,Curd,Sudha,114,10.33,1183.7147,5,23,11.5,264.5,Jharkhand,Wholesale,91,3528
Chandigarh,97,Medium,2020-09-19,Yogurt,Dodla Dairy,61,78.09,4796.2878,28,58,81.73,4740.34,Chandigarh,Wholesale,3,3529
Kerala,27,Large,2022-01-24,Yogurt,Dodla Dairy,809,26.84,21719.7332,23,753,25.78,19412.34,Bihar,Retail,56,3530
Delhi,87,Small,2019-12-10,Butter,Amul,488,37.07,18100.5396,27,353,39.54,13957.62,Delhi,Online,135,3531
West Bengal,80,Small,2022-12-24,Butter,Amul,360,25.11,9064.2078,30,332,24.38,8094.16,Uttar Pradesh,Wholesale,28,3532
Delhi,38,Large,2019-06-19,Curd,Sudha,212,68.07,14467.597799999998,7,91,69.98,6368.18,Tamil Nadu,Wholesale,121,3533
West Bengal,94,Large,2021-04-26,Ice Cream,Palle2patnam,473,16.41,7764.719700000001,23,329,19.7,6481.3,Rajasthan,Online,144,3534
Jharkhand,81,Medium,2019-12-20,Buttermilk,Sudha,814,72.7,59217.058,12,443,74.56,33030.08,West Bengal,Retail,371,3535
Bihar,55,Large,2020-04-08,Milk,Mother Dairy,919,39.7,36499.386000000006,2,652,41.14,26823.28,Bihar,Online,267,3536
Chandigarh,33,Large,2021-08-16,Lassi,Raj,305,76.97,23542.0442,17,253,81.38,20589.14,Delhi,Retail,52,3537
Bihar,74,Small,2020-02-03,Cheese,Passion Cheese,808,77.68,62784.08320000001,40,629,77.33,48640.57,Delhi,Online,179,3538
West Bengal,87,Medium,2019-06-27,Curd,Mother Dairy,438,66.24,29063.4624,6,251,62.63,15720.13,Gujarat,Wholesale,187,3539
Tamil Nadu,23,Small,2021-05-20,Ice Cream,Amul,437,53.62,23448.5622,24,267,53.64,14321.88,Tamil Nadu,Retail,170,3540
Uttar Pradesh,21,Medium,2021-01-23,Yogurt,Amul,228,46.01,10495.3411,27,181,44.87,8121.47,Bihar,Wholesale,47,3541
Karnataka,17,Small,2019-08-14,Lassi,Amul,867,44.82,38880.4536,13,374,48.92,18296.08,Tamil Nadu,Wholesale,493,3542
Chandigarh,66,Medium,2022-06-09,Milk,Sudha,765,94.71,72482.51009999998,27,444,98.1,43556.4,Bihar,Online,321,3543
Chandigarh,52,Small,2019-06-08,Cheese,Amul,964,37.08,35779.2336,45,872,41.32,36031.04,West Bengal,Retail,92,3544
Chandigarh,77,Medium,2019-06-11,Ghee,Mother Dairy,486,12.13,5897.4847,82,224,13.31,2981.44,Jharkhand,Retail,262,3545
Kerala,21,Medium,2019-01-01,Ice Cream,Amul,404,79.28,32102.8504,22,309,80.72,24942.48,Telangana,Wholesale,95,3546
Rajasthan,93,Small,2022-01-18,Yogurt,Amul,58,58.58,3443.3324,26,55,54.33,2988.15,Tamil Nadu,Online,3,3547
Uttar Pradesh,31,Small,2021-03-10,Paneer,Amul,336,50.63,17045.095800000003,13,105,47.07,4942.35,West Bengal,Wholesale,231,3548
Telangana,72,Large,2021-06-11,Butter,Amul,182,40.48,7404.601599999999,36,44,39.46,1736.24,Karnataka,Online,138,3549
Maharashtra,22,Large,2021-12-14,Paneer,Raj,304,23.07,7014.8949,12,137,21.25,2911.25,Delhi,Retail,167,3550
West Bengal,72,Large,2022-11-20,Cheese,Britannia Industries,577,13.65,7889.017500000001,59,508,17.28,8778.24,Tamil Nadu,Retail,69,3551
Haryana,29,Small,2022-03-12,Curd,Amul,107,50.8,5459.984,6,29,50.69,1470.01,Madhya Pradesh,Wholesale,78,3552
Delhi,70,Small,2021-03-15,Cheese,Dynamix Dairies,267,55.49,14855.782800000004,42,246,53.29,13109.34,Maharashtra,Online,21,3553
Delhi,65,Large,2022-08-11,Yogurt,Dodla Dairy,532,29.72,15811.6344,26,97,31.26,3032.22,West Bengal,Wholesale,435,3554
Kerala,31,Large,2022-06-28,Yogurt,Palle2patnam,886,56.71,50250.731,25,591,57.83,34177.53,Kerala,Wholesale,295,3555
West Bengal,85,Medium,2021-12-19,Yogurt,Dodla Dairy,281,10.86,3057.5244,27,122,9.26,1129.72,Kerala,Wholesale,159,3556
Tamil Nadu,48,Large,2022-11-16,Curd,Amul,580,74.14,43027.149000000005,5,96,70.75,6792.0,Jharkhand,Wholesale,484,3557
Telangana,10,Small,2021-10-25,Ice Cream,Mother Dairy,36,52.82,1912.6122,28,31,54.59,1692.29,Karnataka,Wholesale,5,3558
Uttar Pradesh,98,Small,2019-11-27,Lassi,Raj,326,57.43,18756.0637,17,27,57.25,1545.75,Madhya Pradesh,Retail,299,3559
Tamil Nadu,78,Large,2020-09-16,Milk,Amul,98,11.42,1126.583,28,53,6.78,359.34,Uttar Pradesh,Retail,45,3560
Gujarat,55,Small,2022-01-07,Butter,Mother Dairy,312,63.49,19870.465300000003,40,236,59.83,14119.88,Chandigarh,Retail,76,3561
Tamil Nadu,57,Medium,2021-04-06,Cheese,Passion Cheese,283,85.5,24250.365,80,262,80.74,21153.88,Tamil Nadu,Wholesale,21,3562
Uttar Pradesh,85,Large,2019-12-02,Yogurt,Palle2patnam,379,10.16,3856.4312,24,25,14.56,364.0,West Bengal,Wholesale,354,3563
Jharkhand,42,Medium,2021-07-10,Ice Cream,Palle2patnam,740,48.4,35840.2,23,87,51.9,4515.3,Delhi,Retail,653,3564
Kerala,62,Medium,2020-11-28,Ghee,Amul,111,26.19,2923.0659,67,81,22.38,1812.78,Jharkhand,Wholesale,30,3565
Chandigarh,45,Small,2019-12-09,Lassi,Amul,216,62.3,13464.276,18,192,64.54,12391.68,Bihar,Wholesale,24,3566
Chandigarh,53,Large,2020-10-23,Butter,Parag Milk Foods,878,89.5,78606.06,27,272,92.79,25238.88,Chandigarh,Retail,606,3567
Delhi,52,Large,2020-02-15,Butter,Parag Milk Foods,979,62.15,60876.5465,27,591,66.0,39006.0,Gujarat,Wholesale,388,3568
Uttar Pradesh,25,Small,2020-09-01,Milk,Amul,678,50.0,33901.0,1,518,46.26,23962.68,Kerala,Retail,160,3569
Chandigarh,46,Medium,2019-04-04,Lassi,Amul,365,27.73,10148.9027,14,181,30.55,5529.55,Maharashtra,Online,184,3570
Rajasthan,100,Medium,2022-10-16,Buttermilk,Amul,599,97.03,58191.801900000006,12,291,96.88,28192.08,Delhi,Online,308,3571
Madhya Pradesh,96,Medium,2022-12-19,Ice Cream,Palle2patnam,247,44.42,10981.068200000002,23,61,40.7,2482.7,Haryana,Wholesale,186,3572
Bihar,55,Large,2021-09-12,Ice Cream,Dodla Dairy,746,26.74,19968.6298,28,493,27.73,13670.89,Uttar Pradesh,Retail,253,3573
Bihar,88,Small,2022-12-01,Paneer,Mother Dairy,140,11.63,1633.4335,8,47,10.46,491.62,Delhi,Online,93,3574
Jharkhand,27,Medium,2022-08-20,Milk,Amul,822,36.01,29631.1886,2,575,33.76,19412.0,Gujarat,Online,247,3575
Bihar,27,Large,2019-02-03,Milk,Raj,459,55.6,25527.072,21,409,53.42,21848.78,Madhya Pradesh,Retail,50,3576
Jharkhand,53,Large,2021-12-04,Butter,Amul,569,57.95,32986.878500000006,25,318,62.6,19906.8,Chandigarh,Online,251,3577
Telangana,74,Small,2021-08-20,Ice Cream,Amul,787,50.55,39806.103,21,547,51.2,28006.4,Maharashtra,Retail,240,3578
Maharashtra,63,Small,2022-08-17,Yogurt,Palle2patnam,460,69.57,32020.288199999995,30,45,73.22,3294.9,Tamil Nadu,Wholesale,415,3579
Haryana,76,Medium,2019-06-04,Buttermilk,Amul,88,18.06,1594.5174,12,3,18.56,55.68,Chandigarh,Online,85,3580
Kerala,61,Small,2022-01-03,Curd,Amul,894,89.67,80200.848,5,501,90.14,45160.14,Haryana,Retail,393,3581
Jharkhand,12,Small,2022-12-28,Butter,Mother Dairy,242,79.64,19311.9036,31,197,75.82,14936.54,Jharkhand,Wholesale,45,3582
West Bengal,55,Large,2020-12-23,Paneer,Amul,545,98.79,53867.223300000005,11,535,103.57,55409.95,Chandigarh,Wholesale,10,3583
Madhya Pradesh,42,Large,2019-09-01,Curd,Sudha,213,12.06,2574.6894,5,185,11.48,2123.8,Maharashtra,Online,28,3584
Telangana,48,Large,2019-06-20,Paneer,Amul,23,38.67,890.1834,7,14,41.24,577.36,Haryana,Wholesale,9,3585
Uttar Pradesh,13,Small,2020-08-08,Butter,Mother Dairy,601,20.58,12374.136599999998,26,513,15.86,8136.18,Rajasthan,Wholesale,88,3586
Madhya Pradesh,89,Large,2019-06-06,Curd,Sudha,725,14.12,10250.9788,6,356,12.58,4478.48,Jharkhand,Online,369,3587
Delhi,44,Medium,2021-04-28,Yogurt,Palle2patnam,342,36.59,12533.538600000002,23,279,31.65,8830.35,Delhi,Wholesale,63,3588
Rajasthan,67,Small,2020-06-14,Buttermilk,Amul,172,55.76,9644.8072,10,135,53.77,7258.95,West Bengal,Wholesale,37,3589
Chandigarh,39,Large,2019-05-16,Ice Cream,Dodla Dairy,201,65.09,13108.4751,25,20,60.37,1207.4,Bihar,Retail,181,3590
Chandigarh,62,Medium,2021-06-23,Ghee,Sudha,341,47.42,16171.1684,149,264,50.18,13247.52,Telangana,Retail,77,3591
Madhya Pradesh,19,Large,2021-12-27,Curd,Amul,313,90.14,28225.5382,5,210,90.94,19097.4,Maharashtra,Wholesale,103,3592
Telangana,18,Large,2022-04-07,Yogurt,Amul,876,81.66,71547.22559999999,25,478,76.78,36700.84,Rajasthan,Retail,398,3593
Jharkhand,74,Medium,2019-05-23,Paneer,Raj,960,41.89,40237.8584,13,40,37.98,1519.2,Chandigarh,Retail,920,3594
Delhi,53,Large,2021-07-14,Ghee,Raj,993,46.25,45943.825,148,416,45.14,18778.24,Bihar,Retail,577,3595
Uttar Pradesh,89,Large,2020-02-28,Milk,Mother Dairy,355,64.34,22861.2888,25,137,65.93,9032.41,Karnataka,Retail,218,3596
Delhi,69,Medium,2020-02-12,Curd,Amul,81,16.92,1374.9192000000005,6,66,13.76,908.16,Chandigarh,Wholesale,15,3597
Madhya Pradesh,31,Medium,2021-07-01,Milk,Mother Dairy,486,28.4,13816.883999999998,1,26,25.07,651.82,Chandigarh,Online,460,3598
Rajasthan,99,Large,2022-12-06,Lassi,Mother Dairy,640,77.75,49818.3125,16,390,78.57,30642.3,Maharashtra,Online,250,3599
Rajasthan,42,Small,2021-06-21,Paneer,Sudha,139,75.45,10491.322500000002,9,4,73.94,295.76,Gujarat,Retail,135,3600
Delhi,34,Large,2020-02-28,Lassi,Mother Dairy,980,31.06,30464.8904,14,269,30.7,8258.3,Uttar Pradesh,Online,711,3601
Gujarat,46,Small,2019-05-24,Ghee,Amul,685,24.45,16754.8515,93,572,21.67,12395.24,Telangana,Online,113,3602
West Bengal,42,Large,2019-05-27,Cheese,Passion Cheese,732,66.21,48498.825,46,635,61.7,39179.5,Tamil Nadu,Retail,97,3603
Chandigarh,50,Large,2021-09-21,Lassi,Raj,870,70.53,61422.4611,14,559,68.38,38224.42,Chandigarh,Wholesale,311,3604
Delhi,33,Large,2020-10-19,Butter,Parag Milk Foods,720,75.26,54248.91320000001,26,181,79.26,14346.06,West Bengal,Wholesale,539,3605
Telangana,59,Large,2021-05-04,Lassi,Mother Dairy,809,26.71,21616.403,12,696,24.07,16752.72,Tamil Nadu,Online,113,3606
Chandigarh,24,Small,2021-02-11,Butter,Warana,934,83.89,78374.2325,37,670,79.53,53285.1,Chandigarh,Online,264,3607
Chandigarh,70,Medium,2021-03-03,Curd,Raj,920,63.41,58361.9299,6,571,66.93,38217.03,Telangana,Retail,349,3608
Gujarat,92,Large,2022-04-24,Cheese,Amul,97,19.25,1883.035,71,63,21.3,1341.9,Uttar Pradesh,Wholesale,34,3609
Rajasthan,94,Large,2022-08-19,Yogurt,Dodla Dairy,70,71.49,5005.0149,30,16,66.89,1070.24,Kerala,Wholesale,54,3610
Bihar,67,Large,2020-03-23,Paneer,Mother Dairy,563,58.06,32729.583200000005,14,46,60.83,2798.18,Chandigarh,Retail,517,3611
Maharashtra,26,Small,2020-03-19,Butter,Amul,489,21.89,10722.8165,37,389,23.07,8974.23,West Bengal,Wholesale,100,3612
Jharkhand,11,Small,2020-06-04,Yogurt,Mother Dairy,28,35.95,1041.112,24,23,36.17,831.91,Karnataka,Retail,5,3613
Kerala,20,Medium,2021-05-08,Yogurt,Palle2patnam,229,63.53,14573.1467,24,182,66.75,12148.5,Uttar Pradesh,Online,47,3614
Gujarat,59,Small,2021-01-11,Ghee,Amul,47,93.4,4474.794,113,26,93.74,2437.24,Delhi,Wholesale,21,3615
West Bengal,42,Large,2019-05-18,Paneer,Mother Dairy,540,85.75,46326.4375,7,260,83.11,21608.6,Chandigarh,Online,280,3616
Rajasthan,13,Medium,2020-04-04,Lassi,Sudha,434,70.83,30747.303,13,317,75.54,23946.18,Gujarat,Wholesale,117,3617
Gujarat,40,Large,2020-02-19,Ghee,Mother Dairy,136,75.91,10379.9334,107,87,77.85,6772.95,Uttar Pradesh,Wholesale,49,3618
Gujarat,95,Small,2021-08-06,Buttermilk,Raj,293,14.17,4163.4294,14,49,15.59,763.91,Chandigarh,Online,244,3619
Madhya Pradesh,34,Large,2020-07-06,Butter,Amul,817,81.59,66738.9882,38,86,76.85,6609.1,Delhi,Online,731,3620
Uttar Pradesh,66,Small,2020-05-10,Ice Cream,Mother Dairy,34,27.51,940.2918,26,2,30.13,60.26,Kerala,Wholesale,32,3621
Haryana,75,Small,2020-06-23,Ghee,Amul,418,78.95,33057.944,68,94,75.33,7081.02,Bihar,Wholesale,324,3622
Madhya Pradesh,40,Medium,2022-11-01,Ghee,Raj,155,52.05,8096.897999999999,97,33,51.82,1710.06,Kerala,Wholesale,122,3623
Chandigarh,20,Small,2019-02-05,Ghee,Mother Dairy,42,16.86,716.55,94,37,17.44,645.28,Bihar,Retail,5,3624
Madhya Pradesh,47,Medium,2020-04-04,Butter,Amul,609,48.7,29701.156000000003,37,537,46.76,25110.12,Delhi,Online,72,3625
Maharashtra,39,Large,2022-04-15,Milk,Raj,263,41.74,10992.229,1,198,44.16,8743.68,Karnataka,Online,65,3626
Telangana,42,Large,2020-03-19,Butter,Mother Dairy,325,50.71,16494.9488,34,238,51.02,12142.76,Delhi,Online,87,3627
Delhi,27,Large,2022-10-12,Ice Cream,Amul,965,37.52,36240.568,22,217,35.41,7683.97,Gujarat,Retail,748,3628
Telangana,54,Large,2019-12-07,Butter,Amul,867,68.58,59487.66359999999,34,91,71.11,6471.01,Delhi,Retail,776,3629
Gujarat,34,Small,2021-01-01,Ghee,Raj,444,22.1,9826.544,64,392,26.86,10529.12,Telangana,Online,52,3630
Telangana,82,Medium,2020-03-03,Buttermilk,Mother Dairy,972,21.5,20914.985,8,105,23.58,2475.9,Chandigarh,Retail,867,3631
Haryana,90,Medium,2021-06-12,Buttermilk,Sudha,537,87.11,46789.3943,12,89,83.79,7457.31,Kerala,Online,448,3632
Chandigarh,41,Large,2019-06-07,Cheese,Britannia Industries,624,57.63,35981.2905,28,343,59.72,20483.96,Madhya Pradesh,Online,281,3633
Gujarat,67,Medium,2020-08-24,Milk,Mother Dairy,718,82.73,59414.2041,22,501,87.62,43897.62,Uttar Pradesh,Online,217,3634
Gujarat,86,Medium,2020-09-17,Milk,Raj,741,45.84,33971.5656,1,221,46.28,10227.88,Madhya Pradesh,Retail,520,3635
Kerala,72,Large,2020-12-24,Buttermilk,Mother Dairy,23,50.12,1173.3092,10,22,54.15,1191.3,Chandigarh,Retail,1,3636
Madhya Pradesh,62,Small,2022-12-17,Paneer,Mother Dairy,621,26.38,16393.5872,12,23,27.42,630.66,Kerala,Wholesale,598,3637
Haryana,68,Small,2020-01-05,Buttermilk,Sudha,371,44.34,16482.9516,10,260,41.89,10891.4,Jharkhand,Online,111,3638
Chandigarh,86,Small,2020-09-26,Milk,Sudha,672,23.49,15788.0988,2,186,21.67,4030.62,Maharashtra,Retail,486,3639
Telangana,19,Medium,2019-02-13,Yogurt,Dodla Dairy,929,26.45,24589.2425,26,387,22.28,8622.36,Delhi,Online,542,3640
Maharashtra,84,Large,2020-01-17,Ghee,Amul,382,81.77,31281.9312,90,350,77.91,27268.5,Tamil Nadu,Online,32,3641
Tamil Nadu,97,Small,2022-03-06,Butter,Amul,54,12.62,692.838,25,15,16.86,252.9,Gujarat,Wholesale,39,3642
Tamil Nadu,86,Large,2020-10-08,Paneer,Raj,81,29.49,2412.8718,9,9,32.28,290.52,West Bengal,Wholesale,72,3643
Tamil Nadu,75,Large,2021-02-28,Cheese,Passion Cheese,300,73.03,21962.3119,47,216,75.56,16320.96,Jharkhand,Wholesale,84,3644
West Bengal,31,Small,2021-12-12,Cheese,Dynamix Dairies,470,29.12,13696.3008,66,165,32.85,5420.25,Chandigarh,Wholesale,305,3645
Madhya Pradesh,28,Medium,2021-11-17,Paneer,Raj,411,50.89,20950.3952,9,211,48.09,10146.99,Chandigarh,Online,200,3646
Delhi,92,Small,2022-11-09,Lassi,Amul,177,51.43,9143.2254,16,81,46.76,3787.56,Uttar Pradesh,Online,96,3647
Tamil Nadu,43,Medium,2019-07-24,Butter,Parag Milk Foods,411,16.88,6938.017599999999,35,188,20.65,3882.2,Delhi,Retail,223,3648
Chandigarh,13,Medium,2019-09-18,Ghee,Mother Dairy,90,64.32,5789.4432,103,11,66.37,730.07,Telangana,Wholesale,79,3649
Haryana,21,Small,2021-07-28,Curd,Raj,196,46.69,9168.9822,6,128,42.86,5486.08,West Bengal,Wholesale,68,3650
Telangana,38,Small,2021-01-12,Paneer,Amul,223,17.23,3850.905,9,170,17.02,2893.4,Jharkhand,Retail,53,3651
Chandigarh,60,Small,2022-08-27,Curd,Raj,694,23.18,16088.5426,5,383,20.09,7694.47,Uttar Pradesh,Online,311,3652
Uttar Pradesh,57,Small,2020-06-05,Yogurt,Mother Dairy,301,10.83,3264.0537,27,156,11.51,1795.56,Uttar Pradesh,Retail,145,3653
Telangana,42,Large,2022-05-08,Ghee,Mother Dairy,260,32.25,8392.74,82,208,31.11,6470.88,Delhi,Wholesale,52,3654
Chandigarh,25,Large,2019-07-09,Paneer,Mother Dairy,165,40.99,6783.845,11,13,41.82,543.66,Delhi,Retail,152,3655
Bihar,80,Small,2019-09-24,Butter,Amul,344,75.72,26116.5852,33,305,77.3,23576.5,Jharkhand,Wholesale,39,3656
Chandigarh,73,Large,2022-03-22,Lassi,Sudha,28,19.71,569.2248,17,9,20.22,181.98,Tamil Nadu,Wholesale,19,3657
Maharashtra,26,Small,2022-06-19,Curd,Mother Dairy,590,33.93,20021.4144,7,223,34.11,7606.53,Delhi,Wholesale,367,3658
Chandigarh,78,Large,2019-02-20,Ghee,Sudha,220,45.83,10111.0146,132,24,41.18,988.32,West Bengal,Online,196,3659
Kerala,22,Large,2021-11-21,Buttermilk,Sudha,132,61.25,8109.5,9,90,66.09,5948.1,Haryana,Online,42,3660
Madhya Pradesh,75,Small,2019-07-14,Curd,Raj,790,22.63,17886.2994,7,152,20.78,3158.56,Jharkhand,Wholesale,638,3661
Karnataka,74,Medium,2021-08-20,Milk,Amul,575,57.16,32905.29719999999,23,410,57.25,23472.5,Madhya Pradesh,Retail,165,3662
Gujarat,98,Medium,2022-04-25,Buttermilk,Raj,521,70.57,36788.141,7,88,73.36,6455.68,Telangana,Online,433,3663
Gujarat,49,Small,2019-12-12,Curd,Amul,220,37.58,8301.7978,7,192,38.34,7361.28,Chandigarh,Online,28,3664
Karnataka,48,Small,2020-12-26,Milk,Amul,669,24.31,16276.2743,2,630,21.65,13639.5,Uttar Pradesh,Online,39,3665
Uttar Pradesh,91,Medium,2020-04-16,Paneer,Sudha,495,16.6,8231.608,12,13,19.1,248.3,Uttar Pradesh,Retail,482,3666
Delhi,60,Medium,2019-10-10,Curd,Raj,80,65.49,5292.901799999999,7,60,62.69,3761.4,Kerala,Retail,20,3667
Haryana,75,Medium,2019-09-22,Butter,Mother Dairy,797,63.75,50811.3,40,608,60.29,36656.32,Rajasthan,Retail,189,3668
Kerala,94,Medium,2022-06-15,Ice Cream,Mother Dairy,384,94.25,36212.735,23,355,96.86,34385.3,Gujarat,Online,29,3669
Chandigarh,98,Small,2022-09-17,Curd,Mother Dairy,337,26.19,8839.6488,7,305,30.22,9217.1,Haryana,Wholesale,32,3670
Haryana,77,Large,2019-08-19,Paneer,Raj,600,26.43,15859.5858,9,35,24.28,849.8,Rajasthan,Retail,565,3671
Gujarat,80,Small,2022-10-16,Paneer,Sudha,536,88.7,47616.821,13,138,90.67,12512.46,West Bengal,Retail,398,3672
Madhya Pradesh,59,Medium,2021-06-05,Milk,Mother Dairy,720,42.58,30681.019,30,296,39.32,11638.72,Telangana,Wholesale,424,3673
Tamil Nadu,72,Small,2020-04-06,Paneer,Mother Dairy,653,56.8,37136.976,11,500,53.14,26570.0,Jharkhand,Retail,153,3674
Jharkhand,27,Small,2019-12-25,Ice Cream,Amul,14,99.24,1417.1472,30,3,96.24,288.72,Kerala,Online,11,3675
Telangana,82,Medium,2021-03-15,Lassi,Raj,864,21.65,18712.961,15,702,18.25,12811.5,Maharashtra,Online,162,3676
Chandigarh,11,Large,2021-11-18,Ice Cream,Amul,654,90.27,59082.6177,24,546,87.82,47949.72,Bihar,Wholesale,108,3677
Gujarat,73,Large,2020-07-19,Yogurt,Mother Dairy,121,46.71,5693.4819,29,68,43.73,2973.64,Uttar Pradesh,Retail,53,3678
Jharkhand,98,Medium,2022-12-17,Buttermilk,Sudha,159,76.07,12159.0288,8,151,78.81,11900.31,Chandigarh,Retail,8,3679
Kerala,63,Large,2022-11-07,Cheese,Passion Cheese,194,24.61,4777.5393,89,12,24.2,290.4,Haryana,Retail,182,3680
Chandigarh,98,Medium,2019-10-15,Curd,Sudha,925,25.84,23913.3696,6,154,27.68,4262.72,Rajasthan,Online,771,3681
Tamil Nadu,98,Large,2021-10-24,Paneer,Raj,848,19.99,16956.517499999998,12,517,23.36,12077.12,Delhi,Retail,331,3682
West Bengal,94,Large,2021-04-04,Buttermilk,Raj,456,47.96,21911.4852,14,390,47.82,18649.8,Telangana,Wholesale,66,3683
Madhya Pradesh,61,Small,2021-07-27,Lassi,Sudha,747,48.4,36175.128,15,252,52.24,13164.48,Maharashtra,Online,495,3684
Kerala,84,Medium,2019-07-12,Lassi,Mother Dairy,862,40.06,34542.5362,16,839,42.08,35305.12,Delhi,Retail,23,3685
West Bengal,23,Small,2021-09-21,Butter,Amul,153,60.37,9280.0764,34,45,62.51,2812.95,Delhi,Retail,108,3686
Haryana,69,Large,2019-05-11,Ice Cream,Amul,477,60.48,28901.5776,24,32,62.22,1991.04,West Bengal,Retail,445,3687
Gujarat,85,Medium,2022-07-23,Curd,Raj,711,42.63,30334.229100000004,7,650,39.89,25928.5,Jharkhand,Wholesale,61,3688
Uttar Pradesh,96,Small,2020-07-20,Paneer,Raj,656,48.85,32066.117,8,132,48.59,6413.88,Uttar Pradesh,Retail,524,3689
Gujarat,78,Small,2019-09-23,Ghee,Sudha,670,57.52,38593.6192,68,626,57.69,36113.94,Gujarat,Wholesale,44,3690
West Bengal,39,Medium,2021-02-06,Yogurt,Dodla Dairy,19,90.88,1816.6912,24,5,93.44,467.2,Chandigarh,Online,14,3691
Gujarat,33,Medium,2021-12-17,Cheese,Amul,470,35.04,16478.2608,55,138,32.97,4549.86,West Bengal,Wholesale,332,3692
Chandigarh,45,Large,2022-07-11,Ice Cream,Palle2patnam,527,61.72,32564.0892,23,48,62.56,3002.88,Delhi,Retail,479,3693
Telangana,50,Medium,2021-09-05,Lassi,Raj,460,50.52,23275.5744,16,218,46.01,10030.18,Jharkhand,Wholesale,242,3694
Karnataka,47,Small,2020-04-20,Yogurt,Amul,601,78.88,47440.79839999999,22,477,80.34,38322.18,Gujarat,Retail,124,3695
Rajasthan,16,Small,2022-07-10,Curd,Sudha,566,23.9,13540.067,7,519,23.38,12134.22,Jharkhand,Online,47,3696
Chandigarh,37,Medium,2021-07-07,Paneer,Mother Dairy,736,33.08,24356.1424,14,235,36.29,8528.15,Tamil Nadu,Online,501,3697
